"subgroup","contrast","estimate","se","df","lower","upper","p"
"HTN","Yes - No",-1.52286155151978,0.870778532058427,172.067037848056,-3.24164490179752,0.195921798757962,0.0821000557581506
"DM","Yes - No",1.78216199553664,0.752227349971116,205.483426806514,0.299088638331142,3.26523535274213,0.0187542028745103
"other_ascvd","Yes - No",-0.335786972683233,0.798278457954792,172.577113019217,-1.91143330756484,1.23985936219838,0.674542108980114
"PAD","Yes - No",-4.39391209657741,2.10871772261015,180.382762496325,-8.5548391474858,-0.232985045669015,0.0385978694042489
"Af","Yes - No",-1.31475428771384,1.13493641155893,187.828514030628,-3.55361424689675,0.924105671469065,0.248155821944726
"HR_tertiles","(60-100) - <60",-0.888002305579554,0.916414799024011,327.223937579037,-2.69081025088206,0.914805639722952,0.524594200771635
"HR_tertiles",">100 - <60",0.145871052382957,1.7304888938941,474.077104964506,-3.25450595682774,3.54624806159365,0.990878983956803
